"","id","age","gender","run","decisionnum","deckl","deckr","decision_type","deckchoice","deckrt","subtrial","task","probe","switchresp","switchrt","understood","mapping","preference","notice","difficulty","tlx_deck1","tlx_deck2","tlx_deck3","tlx_deck4","tlx_deck5","tlx_deck6","nfc1","nfc2","nfc3","nfc4","nfc5","nfc6","nfc7","nfc8","nfc9","nfc10","nfc11","nfc12","nfc13","nfc14","nfc15","nfc16","nfc17","nfc18","uncertainty1","uncertainty2","uncertainty3","uncertainty4","uncertainty5","uncertainty6","uncertainty7","uncertainty8","uncertainty9","uncertainty10","uncertainty11","uncertainty12","uncertainty13","uncertainty14","uncertainty15","uncertainty16","uncertainty17","uncertainty18","uncertainty19","uncertainty20","uncertainty21","uncertainty22","uncertainty23","uncertainty24","uncertainty25","uncertainty26","uncertainty27","time_elapsed"
"15","Ic5exoBNAqVWw74",55,"male","learning",0,"deck1",NA,NA,NA,NA,15,"magnitude",6,73,733.000000007451,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,462386
"16","Ic5exoBNAqVWw74",55,"male","learning",0,"deck1",NA,NA,NA,NA,16,"magnitude",9,73,516.860000032466,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,463404
"17","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,1,"magnitude",2,69,1688.03000001935,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,467934
"18","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,2,"magnitude",1,69,697.389999986626,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,469135
"19","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,3,"magnitude",1,69,519.41499998793,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,470157
"20","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,4,"magnitude",4,69,778.935000009369,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,471438
"21","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,5,"magnitude",9,73,728.349999990314,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,472669
"22","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,6,"magnitude",3,69,561.214999994263,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,473742
"23","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,7,"magnitude",1,69,601.454999996349,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,474846
"24","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,8,"magnitude",4,69,630.88000001153,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,475982
"25","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,9,"parity",7,73,1257.82499997877,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,477742
"26","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,10,"magnitude",4,69,915.015000035055,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,479165
"27","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,11,"parity",4,73,1146.19999995921,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,480814
"28","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,12,"magnitude",1,69,951.77500002319,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,482269
"29","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,13,"parity",8,69,2029.38500000164,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,484814
"30","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,14,"magnitude",6,73,792.805000033695,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,486111
"31","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,15,"parity",4,69,1140.47500002198,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,487756
"32","Ic5exoBNAqVWw74",55,"male","learning",0,"deck2",NA,NA,NA,NA,16,"magnitude",2,69,1722.89999999339,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,489982
"33","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,1,"parity",1,69,1513.19999998668,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,493677
"34","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,2,"magnitude",2,69,2091.34500002256,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,496273
"35","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,3,"parity",1,73,678.17999998806,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,497454
"36","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,4,"magnitude",2,69,985.800000024028,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,498942
"37","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,5,"parity",2,69,1434.39999996917,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,500879
"38","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,6,"magnitude",7,73,998.194999992847,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,502385
"39","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,7,"parity",3,73,1110.63499999,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,503998
"40","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,8,"parity",7,73,569.429999974091,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,505070
"41","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,9,"magnitude",3,69,2409.57499999786,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,507982
"42","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,10,"parity",1,73,1353.12500002328,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,509837
"43","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,11,"magnitude",6,73,970.369999995455,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,511310
"44","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,12,"parity",1,69,1882.18499999493,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,513695
"45","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,13,"magnitude",4,69,1176.45999998786,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,515373
"46","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,14,"parity",8,69,1114.74500002805,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,516991
"47","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,15,"magnitude",7,69,1420.61500001,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,518927
"48","Ic5exoBNAqVWw74",55,"male","learning",0,"deck3",NA,NA,NA,NA,16,"parity",8,69,1224.62499997346,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,520654
"49","Ic5exoBNAqVWw74",55,"male","learning",0,"deck4",NA,NA,NA,NA,1,"magnitude",2,69,1222.50500001246,"yes, very well","to a certain point, yes.","I like the ones that had a systematic progress bar. I also preferred the decks which tended to repeat colors more steadily","same as above; progress bar, more consistent colors","yes- as the above answers, the ones that were defying these consistencies were more difficult.",4,7,6,1,3,3,2,2,2,2,1,2,1,1,3,3,3,1,1,3,2,1,1,1,3,1,2,0,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,2,2,524399
